"MessageNumber","DiagnosisTypes","Timestamp","TimeElapsed","Module","Summary","UsbDevice","TransferData"
"7040","None","2017-08-02T01:47:28.8621253","0.0007446","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"7039","None","2017-08-02T01:47:26.7933610","2.3839286","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,44,8F,00,00",
"7036","None","2017-08-02T01:47:26.5852988","0.0009145","UsbSpec","Control Out Transfer","2 ","04,04,CE,00,00,00,00,00",
"7035","None","2017-08-02T01:47:26.5852248","2.3837333","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,01,44,00,00",
"7032","None","2017-08-02T01:47:26.4828924","0.0004716","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"7031","Validation","2017-08-02T01:47:24.4893248","2.3039769","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3F,99,00,00",
"7028","None","2017-08-02T01:47:24.2814027","0.0008907","UsbSpec","Control Out Transfer","2 ","04,07,92,00,00,00,00,00",
"7027","None","2017-08-02T01:47:24.2813169","2.3038705","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,02,67,00,00",
"7024","None","2017-08-02T01:47:24.1722368","0.0005396","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"7023","None","2017-08-02T01:47:22.1448814","2.3444091","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3F,74,00,00",
"7020","None","2017-08-02T01:47:21.9373270","0.0008820","UsbSpec","Control Out Transfer","2 ","04,0B,62,00,00,00,00,00",
"7019","None","2017-08-02T01:47:21.9372590","2.3440402","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,03,C9,00,00",
"7016","None","2017-08-02T01:47:21.8316183","0.0009092","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"7015","None","2017-08-02T01:47:19.7293395","2.4155283","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,40,9F,00,00",
"7012","None","2017-08-02T01:47:19.5214623","0.0007789","UsbSpec","Control Out Transfer","2 ","04,10,72,00,00,00,00,00",
"7011","None","2017-08-02T01:47:19.5213750","2.4158418","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,05,B1,00,00",
"7008","None","2017-08-02T01:47:19.4171113","0.0007839","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"7007","None","2017-08-02T01:47:17.4173817","2.3119276","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3E,1B,00,00",
"7004","None","2017-08-02T01:47:17.2094029","0.0007831","UsbSpec","Control Out Transfer","2 ","04,00,88,00,00,00,00,00",
"7003","None","2017-08-02T01:47:17.2093334","2.3120197","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,08,39,00,00",
"7000","None","2017-08-02T01:47:17.1026437","0.0006275","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6999","None","2017-08-02T01:47:15.0973259","2.3199840","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,52,8F,00,00",
"6996","None","2017-08-02T01:47:14.8894856","0.0009360","UsbSpec","Control Out Transfer","2 ","04,01,24,00,00,00,00,00",
"6995","None","2017-08-02T01:47:14.8894014","2.3198912","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,00,44,00,00",
"6992","None","2017-08-02T01:47:14.7866846","0.0005166","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6991","None","2017-08-02T01:47:12.7848681","2.3124245","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,46,74,00,00",
"6988","None","2017-08-02T01:47:12.5773786","0.0007001","UsbSpec","Control Out Transfer","2 ","04,02,4A,00,00,00,00,00",
"6987","None","2017-08-02T01:47:12.5773099","2.3120719","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,00,92,00,00",
"6984","None","2017-08-02T01:47:12.4751180","0.0004882","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6983","None","2017-08-02T01:47:10.4648338","2.3200181","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,44,28,00,00",
"6980","None","2017-08-02T01:47:10.2573934","0.0008020","UsbSpec","Control Out Transfer","2 ","04,04,54,00,00,00,00,00",
"6979","None","2017-08-02T01:47:10.2573228","2.3199463","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,01,25,00,00",
"6976","None","2017-08-02T01:47:10.1547114","0.0007189","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6972","None","2017-08-02T01:47:08.1293391","2.3354796","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3F,33,00,00",
"6969","None","2017-08-02T01:47:07.9208822","0.0004622","UsbSpec","Control Out Transfer","2 ","04,06,D2,00,00,00,00,00",
"6968","None","2017-08-02T01:47:07.9208550","2.3364278","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,02,2A,00,00",
"6965","None","2017-08-02T01:47:07.8190788","0.0004724","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6964","None","2017-08-02T01:47:05.8173737","2.3119333","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,41,18,00,00",
"6961","None","2017-08-02T01:47:05.6094183","0.0007766","UsbSpec","Control Out Transfer","2 ","04,0A,42,00,00,00,00,00",
"6960","None","2017-08-02T01:47:05.6093450","2.3114779","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,03,69,00,00",
"6957","None","2017-08-02T01:47:05.5026852","0.0006992","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6956","None","2017-08-02T01:47:03.4813367","2.3359822","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3F,7D,00,00",
"6953","None","2017-08-02T01:47:03.2730003","0.0007307","UsbSpec","Control Out Transfer","2 ","04,0E,DA,00,00,00,00,00",
"6952","None","2017-08-02T01:47:03.2729203","2.3363870","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,05,21,00,00",
"6949","None","2017-08-02T01:47:03.1696964","0.0006298","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6948","None","2017-08-02T01:47:01.1369409","2.3443645","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,41,5A,00,00",
"6945","None","2017-08-02T01:47:00.9295285","0.0010628","UsbSpec","Control Out Transfer","2 ","04,0D,9E,00,00,00,00,00",
"6944","None","2017-08-02T01:47:00.9294424","2.3434367","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,07,6D,00,00",
"6941","None","2017-08-02T01:47:00.8226337","0.0005162","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6940","None","2017-08-02T01:46:58.8013378","2.3355710","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,40,5D,00,00",
"6937","None","2017-08-02T01:46:58.5929591","0.0004965","UsbSpec","Control Out Transfer","2 ","04,16,C0,00,00,00,00,00",
"6936","None","2017-08-02T01:46:58.5928764","2.3365475","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,06,CF,00,00",
"6933","None","2017-08-02T01:46:58.4848543","0.0004950","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6932","None","2017-08-02T01:46:56.4653379","2.3359689","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,40,95,00,00",
"6929","None","2017-08-02T01:46:56.2573394","0.0007778","UsbSpec","Control Out Transfer","2 ","04,14,66,00,00,00,00,00",
"6928","None","2017-08-02T01:46:56.2572605","2.3355997","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,0B,60,00,00",
"6925","None","2017-08-02T01:46:56.1527649","0.0006121","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6924","None","2017-08-02T01:46:54.1612141","2.3040924","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,3F,61,00,00",
"6921","None","2017-08-02T01:46:53.9536174","0.0007933","UsbSpec","Control Out Transfer","2 ","04,00,54,00,00,00,00,00",
"6920","None","2017-08-02T01:46:53.9534720","2.3037481","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,0A,33,00,00",
"6917","None","2017-08-02T01:46:53.8510909","0.0005165","UsbSpec","Control Out Transfer","2 ","53,00,62,00,00,00,00,00",
"6915","None","2017-08-02T01:46:48.8013491","5.3598472","UsbSpec","Interrupt In Transfer","2 ","00,04,00,0C,2E,9C,00,00",
"6912","None","2017-08-02T01:46:48.7934970","0.0006267","UsbSpec","Control Out Transfer","2 ","08,00,14,00,00,00,00,00",
"6911","None","2017-08-02T01:46:48.7933754","5.1600789","UsbSpec","Interrupt In Transfer","2 ","00,53,00,00,00,2A,00,00",
"6908","None","2017-08-02T01:46:48.7855009","0.0005196","UsbSpec","Control Out Transfer","2 ","08,00,10,00,00,00,00,00",
"6907","None","2017-08-02T01:46:48.7854073","0.0159162","UsbSpec","Interrupt In Transfer","2 ","00,08,00,14,00,00,00,00",
"6904","None","2017-08-02T01:46:48.7775442","0.0007529","UsbSpec","Control Out Transfer","2 ","08,00,0C,00,00,00,00,00",
"6903","None","2017-08-02T01:46:48.7773924","0.0159547","UsbSpec","Interrupt In Transfer","2 ","00,08,00,10,98,EF,14,03",
"6900","None","2017-08-02T01:46:48.7695190","0.0008942","UsbSpec","Control Out Transfer","2 ","08,00,08,00,00,00,00,00",
"6899","Validation","2017-08-02T01:46:48.7694292","0.0159581","UsbSpec","Interrupt In Transfer","2 ","00,08,00,0C,00,00,00,00",
"6896","None","2017-08-02T01:46:48.7610899","0.0005634","UsbSpec","Control Out Transfer","2 ","08,00,04,00,00,00,00,00",
"6895","None","2017-08-02T01:46:48.7608860","0.0164882","UsbSpec","Interrupt In Transfer","2 ","00,08,00,08,33,39,00,00",
"6892","None","2017-08-02T01:46:48.7534881","0.0009488","UsbSpec","Control Out Transfer","2 ","08,03,D4,00,C3,00,00,00",
"6891","None","2017-08-02T01:46:48.7534084","0.0160034","UsbSpec","Interrupt In Transfer","2 ","00,08,00,04,36,33,38,30",
"6888","None","2017-08-02T01:46:48.7452693","0.0008941","UsbSpec","Control Out Transfer","2 ","08,03,D0,00,C3,00,00,00",
"6887","None","2017-08-02T01:46:48.7451813","0.0156862","UsbSpec","Interrupt In Transfer","2 ","00,08,03,D4,30,30,30,30",
"6884","None","2017-08-02T01:46:48.7375851","0.0009685","UsbSpec","Control Out Transfer","2 ","08,03,CC,00,C3,00,00,00",
"6883","None","2017-08-02T01:46:48.7374968","0.0158916","UsbSpec","Interrupt In Transfer","2 ","00,08,03,D0,30,30,30,30",
"6880","None","2017-08-02T01:46:48.7288909","0.0005506","UsbSpec","Control Out Transfer","2 ","08,03,C8,00,C3,00,00,00",
"6879","None","2017-08-02T01:46:48.7288600","0.0163066","UsbSpec","Interrupt In Transfer","2 ","00,08,03,CC,30,30,30,30",
"6876","None","2017-08-02T01:46:48.7208575","0.0004350","UsbSpec","Control Out Transfer","2 ","08,03,C4,00,C3,00,00,00",
"6875","None","2017-08-02T01:46:48.7208371","0.0166442","UsbSpec","Interrupt In Transfer","2 ","00,08,03,C8,30,30,30,30",
"6872","None","2017-08-02T01:46:48.7128351","0.0004372","UsbSpec","Control Out Transfer","2 ","08,03,C0,00,C3,00,00,00",
"6871","None","2017-08-02T01:46:48.7128264","0.0160106","UsbSpec","Interrupt In Transfer","2 ","00,08,03,C4,30,30,30,30",
"6868","None","2017-08-02T01:46:48.7049134","0.0004384","UsbSpec","Control Out Transfer","2 ","08,03,BC,00,C3,00,00,00",
"6867","None","2017-08-02T01:46:48.7049047","0.0159234","UsbSpec","Interrupt In Transfer","2 ","00,08,03,C0,30,30,30,30",
"6864","None","2017-08-02T01:46:48.6969378","0.0004995","UsbSpec","Control Out Transfer","2 ","08,03,B8,00,C3,00,00,00",
"6863","None","2017-08-02T01:46:48.6968743","0.0159468","UsbSpec","Interrupt In Transfer","2 ","00,08,03,BC,30,30,30,30",
"6860","None","2017-08-02T01:46:48.6889844","0.0004410","UsbSpec","Control Out Transfer","2 ","08,03,B4,00,C3,00,00,00",
"6859","None","2017-08-02T01:46:48.6889240","0.0159335","UsbSpec","Interrupt In Transfer","2 ","00,08,03,B8,30,30,30,30",
"6856","None","2017-08-02T01:46:48.6814071","0.0007287","UsbSpec","Control Out Transfer","2 ","08,03,B0,00,C3,00,00,00",
"6855","None","2017-08-02T01:46:48.6813342","0.0155311","UsbSpec","Interrupt In Transfer","2 ","00,08,03,B4,30,30,30,30",
"6852","None","2017-08-02T01:46:48.6730271","0.0007280","UsbSpec","Control Out Transfer","2 ","08,03,AC,00,C3,00,00,00",
"6851","None","2017-08-02T01:46:48.6729542","0.0159098","UsbSpec","Interrupt In Transfer","2 ","00,08,03,B0,30,30,30,30",
"6848","None","2017-08-02T01:46:48.6654200","0.0007831","UsbSpec","Control Out Transfer","2 ","08,03,A8,00,C3,00,00,00",
"6847","None","2017-08-02T01:46:48.6653456","0.0159456","UsbSpec","Interrupt In Transfer","2 ","00,08,03,AC,30,30,30,30",
"6844","None","2017-08-02T01:46:48.6574126","0.0006294","UsbSpec","Control Out Transfer","2 ","08,03,A4,00,C3,00,00,00",
"6843","None","2017-08-02T01:46:48.6573375","0.0155850","UsbSpec","Interrupt In Transfer","2 ","00,08,03,A8,30,30,30,30",
"6840","None","2017-08-02T01:46:48.6491013","0.0007593","UsbSpec","Control Out Transfer","2 ","08,03,A0,00,C3,00,00,00",
"6839","None","2017-08-02T01:46:48.6490276","0.0162844","UsbSpec","Interrupt In Transfer","2 ","00,08,03,A4,30,30,30,30",
"6836","None","2017-08-02T01:46:48.6414205","0.0007816","UsbSpec","Control Out Transfer","2 ","08,03,9C,00,C3,00,00,00",
"6835","None","2017-08-02T01:46:48.6413469","0.0159566","UsbSpec","Interrupt In Transfer","2 ","00,08,03,A0,30,30,30,30",
"6832","None","2017-08-02T01:46:48.6331568","0.0007604","UsbSpec","Control Out Transfer","2 ","08,03,98,00,C3,00,00,00",
"6831","Validation","2017-08-02T01:46:48.6330820","0.0159113","UsbSpec","Interrupt In Transfer","2 ","00,08,03,9C,30,30,30,30",
"6828","None","2017-08-02T01:46:48.6254311","0.0006094","UsbSpec","Control Out Transfer","2 ","08,03,94,00,C3,00,00,00",
"6827","None","2017-08-02T01:46:48.6253533","0.0159494","UsbSpec","Interrupt In Transfer","2 ","00,08,03,98,30,30,30,30",
"6824","None","2017-08-02T01:46:48.6171266","0.0006185","UsbSpec","Control Out Transfer","2 ","08,03,90,00,C3,00,00,00",
"6823","None","2017-08-02T01:46:48.6170530","0.0159943","UsbSpec","Interrupt In Transfer","2 ","00,08,03,94,30,30,30,30",
"6820","None","2017-08-02T01:46:48.6094296","0.0006438","UsbSpec","Control Out Transfer","2 ","08,03,8C,00,C3,00,00,00",
"6819","None","2017-08-02T01:46:48.6093711","0.0159316","UsbSpec","Interrupt In Transfer","2 ","00,08,03,90,30,30,30,30",
"6816","None","2017-08-02T01:46:48.6009884","0.0005312","UsbSpec","Control Out Transfer","2 ","08,03,88,00,C3,00,00,00",
"6815","None","2017-08-02T01:46:48.6009189","0.0160876","UsbSpec","Interrupt In Transfer","2 ","00,08,03,8C,30,30,30,30",
"6812","None","2017-08-02T01:46:48.5934130","0.0004965","UsbSpec","Control Out Transfer","2 ","08,03,84,00,C3,00,00,00",
"6811","None","2017-08-02T01:46:48.5933386","0.0159668","UsbSpec","Interrupt In Transfer","2 ","00,08,03,88,30,30,30,30",
"6808","None","2017-08-02T01:46:48.5852108","0.0004750","UsbSpec","Control Out Transfer","2 ","08,03,80,00,C3,00,00,00",
"6807","None","2017-08-02T01:46:48.5851572","0.0156945","UsbSpec","Interrupt In Transfer","2 ","00,08,03,84,30,30,30,30",
"6804","None","2017-08-02T01:46:48.5774606","0.0005014","UsbSpec","Control Out Transfer","2 ","08,03,7C,00,C3,00,00,00",
"6803","None","2017-08-02T01:46:48.5773847","0.0159195","UsbSpec","Interrupt In Transfer","2 ","00,08,03,80,30,30,30,30",
"6800","None","2017-08-02T01:46:48.5694388","0.0004592","UsbSpec","Control Out Transfer","2 ","08,03,78,00,C3,00,00,00",
"6799","None","2017-08-02T01:46:48.5693441","0.0157776","UsbSpec","Interrupt In Transfer","2 ","00,08,03,7C,30,30,30,30",
"6796","None","2017-08-02T01:46:48.5610195","0.0007242","UsbSpec","Control Out Transfer","2 ","08,03,74,00,C3,00,00,00",
"6795","None","2017-08-02T01:46:48.5609486","0.0164021","UsbSpec","Interrupt In Transfer","2 ","00,08,03,78,30,30,30,30",
"6792","None","2017-08-02T01:46:48.5534366","0.0007623","UsbSpec","Control Out Transfer","2 ","08,03,70,00,C3,00,00,00",
"6791","None","2017-08-02T01:46:48.5533490","0.0159618","UsbSpec","Interrupt In Transfer","2 ","00,08,03,74,30,30,30,30",
"6788","None","2017-08-02T01:46:48.5449871","0.0007476","UsbSpec","Control Out Transfer","2 ","08,03,6C,00,C3,00,00,00",
"6787","None","2017-08-02T01:46:48.5448999","0.0160041","UsbSpec","Interrupt In Transfer","2 ","00,08,03,70,30,30,30,30",
"6784","None","2017-08-02T01:46:48.5374264","0.0006313","UsbSpec","Control Out Transfer","2 ","08,03,68,00,C3,00,00,00",
"6783","None","2017-08-02T01:46:48.5373739","0.0159411","UsbSpec","Interrupt In Transfer","2 ","00,08,03,6C,30,30,30,30",
"6780","None","2017-08-02T01:46:48.5292276","0.0006234","UsbSpec","Control Out Transfer","2 ","08,03,64,00,C3,00,00,00",
"6779","None","2017-08-02T01:46:48.5291698","0.0156965","UsbSpec","Interrupt In Transfer","2 ","00,08,03,68,30,30,30,30",
"6776","None","2017-08-02T01:46:48.5214457","0.0006048","UsbSpec","Control Out Transfer","2 ","08,03,60,00,C3,00,00,00",
"6775","None","2017-08-02T01:46:48.5213716","0.0159336","UsbSpec","Interrupt In Transfer","2 ","00,08,03,64,30,30,30,30",
"6772","None","2017-08-02T01:46:48.5131627","0.0004768","UsbSpec","Control Out Transfer","2 ","08,03,5C,00,C3,00,00,00",
"6771","None","2017-08-02T01:46:48.5130883","0.0160457","UsbSpec","Interrupt In Transfer","2 ","00,08,03,60,30,30,30,30",
"6768","None","2017-08-02T01:46:48.5054177","0.0007850","UsbSpec","Control Out Transfer","2 ","08,03,58,00,C3,00,00,00",
"6767","None","2017-08-02T01:46:48.5053392","0.0159977","UsbSpec","Interrupt In Transfer","2 ","00,08,03,5C,30,30,30,30",
"6764","None","2017-08-02T01:46:48.4974145","0.0005154","UsbSpec","Control Out Transfer","2 ","08,03,54,00,C3,00,00,00",
"6763","Validation","2017-08-02T01:46:48.4973390","0.0157145","UsbSpec","Interrupt In Transfer","2 ","00,08,03,58,30,30,30,30",
"6760","None","2017-08-02T01:46:48.4894166","0.0007748","UsbSpec","Control Out Transfer","2 ","08,03,50,00,C3,00,00,00",
"6759","Validation","2017-08-02T01:46:48.4893399","0.0159649","UsbSpec","Interrupt In Transfer","2 ","00,08,03,54,30,30,30,30",
"6756","None","2017-08-02T01:46:48.4814122","0.0007922","UsbSpec","Control Out Transfer","2 ","08,03,4C,00,C3,00,00,00",
"6755","None","2017-08-02T01:46:48.4813371","0.0159675","UsbSpec","Interrupt In Transfer","2 ","00,08,03,50,30,30,30,30",
"6752","None","2017-08-02T01:46:48.4734381","0.0006102","UsbSpec","Control Out Transfer","2 ","08,03,48,00,C3,00,00,00",
"6751","None","2017-08-02T01:46:48.4733803","0.0159253","UsbSpec","Interrupt In Transfer","2 ","00,08,03,4C,30,30,30,30",
"6748","None","2017-08-02T01:46:48.4654368","0.0006358","UsbSpec","Control Out Transfer","2 ","08,03,44,00,C3,00,00,00",
"6747","None","2017-08-02T01:46:48.4653703","0.0159324","UsbSpec","Interrupt In Transfer","2 ","00,08,03,48,30,30,30,30",
"6744","None","2017-08-02T01:46:48.4574332","0.0006377","UsbSpec","Control Out Transfer","2 ","08,03,40,00,C3,00,00,00",
"6743","None","2017-08-02T01:46:48.4573592","0.0159460","UsbSpec","Interrupt In Transfer","2 ","00,08,03,44,30,30,30,30",
"6740","None","2017-08-02T01:46:48.4489894","0.0006369","UsbSpec","Control Out Transfer","2 ","08,03,3C,00,C3,00,00,00",
"6739","None","2017-08-02T01:46:48.4489135","0.0163904","UsbSpec","Interrupt In Transfer","2 ","00,08,03,40,30,30,30,30",
"6736","None","2017-08-02T01:46:48.4414155","0.0007782","UsbSpec","Control Out Transfer","2 ","08,03,38,00,C3,00,00,00",
"6735","None","2017-08-02T01:46:48.4413407","0.0159838","UsbSpec","Interrupt In Transfer","2 ","00,08,03,3C,30,30,30,30",
"6732","None","2017-08-02T01:46:48.4330230","0.0007536","UsbSpec","Control Out Transfer","2 ","08,03,34,00,C3,00,00,00",
"6731","None","2017-08-02T01:46:48.4329357","0.0159423","UsbSpec","Interrupt In Transfer","2 ","00,08,03,38,30,30,30,30",
"6728","None","2017-08-02T01:46:48.4254140","0.0007804","UsbSpec","Control Out Transfer","2 ","08,03,30,00,C3,00,00,00",
"6727","None","2017-08-02T01:46:48.4253384","0.0159672","UsbSpec","Interrupt In Transfer","2 ","00,08,03,34,30,30,30,30",
"6724","None","2017-08-02T01:46:48.4171008","0.0007472","UsbSpec","Control Out Transfer","2 ","08,03,2C,00,C3,00,00,00",
"6723","None","2017-08-02T01:46:48.4170252","0.0158762","UsbSpec","Interrupt In Transfer","2 ","00,08,03,30,30,30,30,30",
"6720","None","2017-08-02T01:46:48.4094140","0.0007804","UsbSpec","Control Out Transfer","2 ","08,03,28,00,C3,00,00,00",
"6719","None","2017-08-02T01:46:48.4093388","0.0159660","UsbSpec","Interrupt In Transfer","2 ","00,08,03,2C,30,30,30,30",
"6716","None","2017-08-02T01:46:48.4013828","0.0006238","UsbSpec","Control Out Transfer","2 ","08,03,24,00,C3,00,00,00",
"6715","None","2017-08-02T01:46:48.4013092","0.0156813","UsbSpec","Interrupt In Transfer","2 ","00,08,03,28,30,30,30,30",
"6712","None","2017-08-02T01:46:48.3933947","0.0005943","UsbSpec","Control Out Transfer","2 ","08,03,20,00,C3,00,00,00",
"6711","None","2017-08-02T01:46:48.3933105","0.0159943","UsbSpec","Interrupt In Transfer","2 ","00,08,03,24,30,30,30,30",
"6708","None","2017-08-02T01:46:48.3853855","0.0006267","UsbSpec","Control Out Transfer","2 ","08,03,1C,00,C3,00,00,00",
